file path,language
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0021_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0008_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0040_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0038_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0012_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0006_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0030_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0033_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0001_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0010_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0029_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0039_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0005_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0007_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0013_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0000_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0032_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0036_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0009_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0161_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0163_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0169_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0154_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0164_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0162_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0226_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0227_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0167_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0229_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/FR_0165_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/Francais - F60_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/F/Francais - F63_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0102_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0090_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0080_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0052_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0100_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0087_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0105_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0063_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0085_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0101_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0104_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0091_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0099_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0082_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0098_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0075_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0055_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0081_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0088_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0202_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0191_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0132_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0109_mfcc_no_silence.txt,French
/content/drive/MyDrive/Projet/Langues/MFCC/French/Preprocessing/Test/H/FR_0138_mfcc_no_silence.txt,French
