file path,language
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0058_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0124_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0104_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0105_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0108_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0061_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0122_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0053_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0065_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0050_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0120_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0052_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0059_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0060_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0106_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/f7_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/EN_0054_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/F-10sec_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/f4_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/f10_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/F/f14_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0034_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0027_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0001_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0008_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0014_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0017_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0005_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0037_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0012_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0009_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0022_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0026_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0033_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0031_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0130_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0178_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0150_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0192_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0179_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0147_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0148_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0187_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0160_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0042_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0184_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0185_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0099_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0169_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0132_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0140_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0168_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0133_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0135_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0038_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0081_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0095_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0126_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0180_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0176_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0044_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0174_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0076_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0045_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0164_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0188_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0248_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0246_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0234_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0200_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0208_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0237_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0202_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0224_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0217_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0214_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0238_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0229_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0211_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0230_mfcc_no_silence.txt,English
/content/drive/MyDrive/Projet/Langues/MFCC/English/Preprocessing/Test/H/EN_0244_mfcc_no_silence.txt,English
